objectid,cod_favela,nome,situacao,cod_comple,complexo,data_cadas,cod_bairro,bairro,cod_ra,ra,cod_rp,rp,cod_ap,pop_sabren,dom_sabren,fonte,upp,cod_bair_1,area,shape_Length,shape_Area
110,1014,"Rua Jangada, L21fds",2,0,Isolada,2009/01/15 00:00:00+00,72,Vila Kosmos,14,Irajá,3.3,Madureira,3,39,19,IPP com base em IBGE - Censo Demográfico 2022,,072,2508.2543588,217.559178163472,2508.25435877735
111,1024,Renascer,1,2138,Saquaçu,2009/03/16 00:00:00+00,149,Santa Cruz,19,Santa Cruz,5.3,Santa Cruz,5,1147,471,IPP com base em IBGE - Censo Demográfico 2022,,149,95706.28138527,2659.38459875947,95706.2813852709
112,1022,Rua Vídeo,1,2137,Pantanal (RA - Santa Cruz),2009/03/16 00:00:00+00,149,Santa Cruz,19,Santa Cruz,5.3,Santa Cruz,5,305,127,IPP com base em IBGE - Censo Demográfico 2022,,149,25623.16818345,1357.5046323674,25623.1681835379
113,878,Estrada da Pedra II,2,0,Isolada,2009/01/15 00:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,117,60,IPP com base em IBGE - Censo Demográfico 2022,,151,10234.98064272,536.058891173786,10234.9806427322
114,1021,Mario Loroza,2,0,Isolada,2009/03/16 00:00:00+00,149,Santa Cruz,19,Santa Cruz,5.3,Santa Cruz,5,575,234,IPP com base em IBGE - Censo Demográfico 2022,,149,47386.43199301,1487.54890722611,47386.4319929325
115,1020,Avenida 5 - Tijolinho,2,0,Isolada,2009/03/16 00:00:00+00,150,Sepetiba,19,Santa Cruz,5.3,Santa Cruz,5,24,12,IPP com base em IBGE - Censo Demográfico 2022,,150,6798.02690394,825.171905530355,6798.02690409135
116,1018,Caminho do Outeiro,2,0,Isolada,2009/01/15 00:00:00+00,115,Jacarepaguá,16,Jacarepaguá,4.1,Jacarepaguá,4,52,30,IPP com base em IBGE - Censo Demográfico 2022,,115,2503.54343576,238.212700721398,2503.54343574616
117,1017,"Ladeira dos Tabajaras, nº 256",1,2019,Morro dos Cabritos,2009/01/15 00:00:00+00,24,Copacabana,5,Copacabana,2.1,Zona Sul,2,297,133,IPP com base em IBGE - Censo Demográfico 2022,,024,6451.4812421,553.11369643545,6451.48124210356
118,1013,"Avenida Automóvel Clube, nº 5.002",2,0,Isolada,2009/01/15 00:00:00+00,72,Vila Kosmos,14,Irajá,3.3,Madureira,3,14,7,IPP com base em IBGE - Censo Demográfico 2022,,072,1548.45305515,208.984225520654,1548.45305514259
119,1012,Comunidade Luz Divina,2,0,Isolada,2009/01/15 00:00:00+00,130,Vargem Pequena,24,Barra da Tijuca,4.2,Barra da Tijuca,4,53,30,IPP com base em IBGE - Censo Demográfico 2022,,130,4136.74770587,456.172412852608,4136.74770590122
120,1011,"Rua Zenitildes Alves Meira, nº L33",2,0,Isolada,2009/01/15 00:00:00+00,131,Vargem Grande,24,Barra da Tijuca,4.2,Barra da Tijuca,4,26,10,IPP com base em IBGE - Censo Demográfico 2022,,131,2978.94372648,403.866973340701,2978.94403694832
121,1001,Morro da Faxina,2,0,Isolada,2009/01/15 00:00:00+00,150,Sepetiba,19,Santa Cruz,5.3,Santa Cruz,5,149,58,IPP com base em IBGE - Censo Demográfico 2022,,150,11380.32039561,492.569864969043,11380.3203954914
122,1000,"Rua da Vala do Major Freitas, nº 329",2,0,Isolada,2009/01/15 00:00:00+00,150,Sepetiba,19,Santa Cruz,5.3,Santa Cruz,5,36,17,IPP com base em IBGE - Censo Demográfico 2022,,150,7293.45973451,490.631255403084,7293.45973452254
123,985,Estrada Joaquim Mamede,2,0,Isolada,2009/01/15 00:00:00+00,14,Santa Teresa,23,Santa Teresa,1.1,Centro,1,21,10,IPP com base em IBGE - Censo Demográfico 2022,,014,4468.6553572,288.000783241179,4468.65535717028
124,1010,Comunidade Novo Lar,2,0,Isolada,2009/01/15 00:00:00+00,130,Vargem Pequena,24,Barra da Tijuca,4.2,Barra da Tijuca,4,629,279,IPP com base em IBGE - Censo Demográfico 2022,,130,23733.46673222,1194.53588459216,23733.4667322282
125,1009,Rocha Miranda,2,0,Isolada,2009/01/15 00:00:00+00,33,Tijuca,8,Tijuca,2.2,Tijuca,2,102,47,IPP com base em IBGE - Censo Demográfico 2022,,033,7673.3685623,380.946526317072,7673.36856226306
126,1008,Beco da Coruja,2,0,Isolada,2009/01/15 00:00:00+00,33,Tijuca,8,Tijuca,2.2,Tijuca,2,210,79,IPP com base em IBGE - Censo Demográfico 2022,,033,5731.09131625,452.462898205925,5731.09131630599
127,1007,Lote 1.000,2,0,Isolada,2009/01/15 00:00:00+00,122,Taquara,16,Jacarepaguá,4.1,Jacarepaguá,4,385,176,IPP com base em IBGE - Censo Demográfico 2022,,122,19860.7859102,656.784631166377,19860.7859102395
128,1006,Estrada Meringuava,2,0,Isolada,2009/01/15 00:00:00+00,122,Taquara,16,Jacarepaguá,4.1,Jacarepaguá,4,88,41,IPP com base em IBGE - Censo Demográfico 2022,,122,1500.11896482,165.1897898716,1500.11896483433
129,1005,Comunidade Corumau,1,2100,Shangrilá,2009/01/15 00:00:00+00,122,Taquara,16,Jacarepaguá,4.1,Jacarepaguá,4,1214,561,IPP com base em IBGE - Censo Demográfico 2022,,122,28491.67962767,651.275578860012,28491.6796277484
130,1004,"Estrada do Boiúna, nº 1.118",2,0,Isolada,2009/01/15 00:00:00+00,122,Taquara,16,Jacarepaguá,4.1,Jacarepaguá,4,84,39,IPP com base em IBGE - Censo Demográfico 2022,,122,6468.12589451,496.310089020696,6468.12589452688
131,1003,"Estrada do Boiúna, nº 2.354",2,0,Isolada,2009/01/15 00:00:00+00,122,Taquara,16,Jacarepaguá,4.1,Jacarepaguá,4,107,55,IPP com base em IBGE - Censo Demográfico 2022,,122,11819.44753807,991.862337229089,11819.4475380934
132,999,Rua da Vala do Major Freitas,2,0,Isolada,2009/01/15 00:00:00+00,150,Sepetiba,19,Santa Cruz,5.3,Santa Cruz,5,331,147,IPP com base em IBGE - Censo Demográfico 2022,,150,26107.3281458,1012.0279693764,26107.3281458559
133,998,Marcondes da Luz,1,2127,Marcondes da Luz,2009/01/15 00:00:00+00,145,Senador Vasconcelos,18,Campo Grande,5.2,Campo Grande,5,497,211,IPP com base em IBGE - Censo Demográfico 2022,,145,26287.3093119,704.835495749048,26287.309311876
134,997,"Avenida Joaquim Magalhães, nº 499",1,2127,Marcondes da Luz,2009/01/15 00:00:00+00,145,Senador Vasconcelos,18,Campo Grande,5.2,Campo Grande,5,78,40,IPP com base em IBGE - Censo Demográfico 2022,,145,2709.92235919,215.157114492304,2709.92235918389
135,996,Caruba,2,0,Isolada,2009/01/15 00:00:00+00,145,Senador Vasconcelos,18,Campo Grande,5.2,Campo Grande,5,100,40,IPP com base em IBGE - Censo Demográfico 2022,,145,3800.08953387,722.874372433254,3800.08953375808
136,995,Serra Verde,2,0,Isolada,2009/01/15 00:00:00+00,145,Senador Vasconcelos,18,Campo Grande,5.2,Campo Grande,5,274,119,IPP com base em IBGE - Censo Demográfico 2022,,145,19186.24680423,1169.61112372802,19186.2468041644
137,980,Rio - Santos,2,0,Isolada,2009/01/15 00:00:00+00,149,Santa Cruz,19,Santa Cruz,5.3,Santa Cruz,5,147,58,IPP com base em IBGE - Censo Demográfico 2022,,149,10429.82404974,570.200980581374,10429.8240497599
138,994,Estrada Duarte Nunes (em frente ao nº 97),1,2127,Marcondes da Luz,2009/01/15 00:00:00+00,145,Senador Vasconcelos,18,Campo Grande,5.2,Campo Grande,5,190,71,IPP com base em IBGE - Censo Demográfico 2022,,145,12917.73549145,714.353307271719,12917.7354914704
139,993,"Rua São Francisco Xavier, nº 749",2,0,Isolada,2009/01/15 00:00:00+00,57,São Francisco Xavier,13,Méier,3.2,Méier,3,18,10,IPP com base em IBGE - Censo Demográfico 2022,,057,3571.9677787,403.176997195982,3571.96777869126
140,992,Rua Bartolomeu Gusmão,1,2009,Mangueira (RA - São Cristóvão),2009/01/15 00:00:00+00,10,São Cristóvão,7,São Cristóvão,1.1,Centro,1,850,309,IPP com base em IBGE - Censo Demográfico 2022,,010,16429.90542998,927.835971187888,16429.905430089
141,969,"Rua Itaporanga, nº 175",1,2109,Batam,2009/01/15 00:00:00+00,139,Realengo,33,Realengo,5.1,Bangu,5,87,38,IPP com base em IBGE - Censo Demográfico 2022,,139,4771.65340223,278.696723617868,4771.65340219441
142,991,Vila Miséria,2,0,Isolada,2009/01/15 00:00:00+00,10,São Cristóvão,7,São Cristóvão,1.1,Centro,1,1573,716,IPP com base em IBGE - Censo Demográfico 2022,,010,22073.18987449,1574.54501698021,22073.1898745229
143,990,Estrada do Lameirão,2,0,Isolada,2009/01/15 00:00:00+00,143,Santíssimo,18,Campo Grande,5.2,Campo Grande,5,102,44,IPP com base em IBGE - Censo Demográfico 2022,,143,8497.94382684,674.203036434645,8497.94382687596
144,989,Rua Paulo Martins (próxima ao Lt 12 - Qd B),2,0,Isolada,2009/01/15 00:00:00+00,143,Santíssimo,18,Campo Grande,5.2,Campo Grande,5,8,4,IPP com base em IBGE - Censo Demográfico 2022,,143,918.64193361,180.875881991331,918.641933615332
145,962,Avenida Brasil,1,2027,Parque Itambé,2009/01/15 00:00:00+00,41,Ramos,10,Ramos,3.1,Ramos,3,1422,587,IPP com base em IBGE - Censo Demográfico 2022,,041,16306.00928444,666.595223413038,16306.0092844606
146,988,Rua Anes Dias,1,2118,Fazenda Coqueiro,2009/01/15 00:00:00+00,143,Santíssimo,18,Campo Grande,5.2,Campo Grande,5,172,63,IPP com base em IBGE - Censo Demográfico 2022,,143,31121.58239176,1687.54796902807,31121.5823917464
147,987,Estrada da Posse,2,0,Isolada,2009/01/15 00:00:00+00,143,Santíssimo,18,Campo Grande,5.2,Campo Grande,5,59,24,IPP com base em IBGE - Censo Demográfico 2022,,143,7484.57516867,386.627143226857,7484.57516871324
148,879,Estrada da Pedra III,2,0,Isolada,2009/01/15 00:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,54,24,IPP com base em IBGE - Censo Demográfico 2022,,151,4144.77959336,307.681424995213,4144.77959333274
149,984,Bairro Canaã,1,2134,Bairro Canaã,2009/01/15 00:00:00+00,149,Santa Cruz,19,Santa Cruz,5.3,Santa Cruz,5,549,217,IPP com base em IBGE - Censo Demográfico 2022,,149,62244.42248082,1751.20096360056,62244.4224806899
150,982,Conjunto Antares (Rua Cybber Porto de Mendonça),1,2137,Pantanal (RA - Santa Cruz),2009/01/15 00:00:00+00,149,Santa Cruz,19,Santa Cruz,5.3,Santa Cruz,5,261,163,IPP com base em IBGE - Censo Demográfico 2022,,149,7950.79717363,2769.45439017739,7950.7971738181
151,981,Jardim Coqueiral,1,2138,Saquaçu,2009/01/15 00:00:00+00,149,Santa Cruz,19,Santa Cruz,5.3,Santa Cruz,5,920,374,IPP com base em IBGE - Censo Demográfico 2022,,149,95314.8872636,2134.61158182036,95314.8872635675
152,979,Comunidade Jardim da Vitória,2,0,Isolada,2009/01/15 00:00:00+00,149,Santa Cruz,19,Santa Cruz,5.3,Santa Cruz,5,1399,667,IPP com base em IBGE - Censo Demográfico 2022,,149,127746.7708331,2059.14248837299,127746.770833091
153,978,Nova Palestina,1,2134,Bairro Canaã,2009/01/15 00:00:00+00,149,Santa Cruz,19,Santa Cruz,5.3,Santa Cruz,5,185,76,IPP com base em IBGE - Censo Demográfico 2022,,149,15913.38143222,691.534195321104,15913.3814322189
154,976,Matinha (RA - Rocinha),2,0,Isolada,2009/01/15 00:00:00+00,154,Rocinha,27,Rocinha,2.1,Zona Sul,2,21,10,IPP com base em IBGE - Censo Demográfico 2022,,154,2250.96288566,287.35402721828,2250.96288564811
155,974,Avenida Guiomar Novaes,2,0,Isolada,2009/01/15 00:00:00+00,132,Recreio dos Bandeirantes,24,Barra da Tijuca,4.2,Barra da Tijuca,4,159,59,IPP com base em IBGE - Censo Demográfico 2022,,132,1489.69018065,233.666188670815,1489.69018063476
156,973,"Estrada do Pontal, nº 3.561",2,0,Isolada,2009/01/15 00:00:00+00,132,Recreio dos Bandeirantes,24,Barra da Tijuca,4.2,Barra da Tijuca,4,38,12,IPP com base em IBGE - Censo Demográfico 2022,,132,1544.76631551,169.330552010989,1544.76631550548
157,972,Canecão,2,0,Isolada,2009/01/15 00:00:00+00,139,Realengo,33,Realengo,5.1,Bangu,5,155,68,IPP com base em IBGE - Censo Demográfico 2022,,139,18526.72825305,2053.65156609148,18526.7282530798
158,960,Amigos da Aerobita,1,2090,Barão,2009/01/15 00:00:00+00,124,Praça Seca,16,Jacarepaguá,4.1,Jacarepaguá,4,170,87,IPP com base em IBGE - Censo Demográfico 2022,,124,13636.17200565,993.330389368857,13636.1720056086
159,938,Rua Pistóia,1,2137,Pantanal (RA - Santa Cruz),2009/01/15 00:00:00+00,148,Paciência,19,Santa Cruz,5.3,Santa Cruz,5,11,2,IPP com base em IBGE - Censo Demográfico 2022,,148,3268.2567336,310.176775295431,3268.25673353388
160,971,"Rua Duarte Coelho de Albuquerque, nº 184",2,0,Isolada,2009/01/15 00:00:00+00,139,Realengo,33,Realengo,5.1,Bangu,5,884,345,IPP com base em IBGE - Censo Demográfico 2022,,139,42197.3240442,1770.61008673225,42197.324044307
161,970,Avenida Brasil (Bairro Batam),2,0,Isolada,2009/01/15 00:00:00+00,139,Realengo,33,Realengo,5.1,Bangu,5,62,25,IPP com base em IBGE - Censo Demográfico 2022,,139,6416.17891862,351.792486649529,6416.17891860062
162,968,Vila Alzira,1,2115,Vila São Miguel,2009/01/15 00:00:00+00,139,Realengo,33,Realengo,5.1,Bangu,5,72,30,IPP com base em IBGE - Censo Demográfico 2022,,139,3425.31434611,371.420631963055,3425.31434616893
163,967,Solar dos Teixeiras,2,0,Isolada,2009/01/15 00:00:00+00,139,Realengo,33,Realengo,5.1,Bangu,5,749,314,IPP com base em IBGE - Censo Demográfico 2022,,139,35915.46742246,1079.58990439578,35915.4674223933
164,966,Parque Carumbé,2,0,Isolada,2009/01/15 00:00:00+00,139,Realengo,33,Realengo,5.1,Bangu,5,313,120,IPP com base em IBGE - Censo Demográfico 2022,,139,7797.74735657,455.430564036721,7797.74735643453
165,965,"Rua Euclides Roxo, nº 365",2,0,Isolada,2009/01/15 00:00:00+00,139,Realengo,33,Realengo,5.1,Bangu,5,178,72,IPP com base em IBGE - Censo Demográfico 2022,,139,20568.48223458,1347.05415869002,20568.4822345895
166,964,"Rua Felizardo Fortes, nº 276",2,0,Isolada,2009/01/15 00:00:00+00,41,Ramos,10,Ramos,3.1,Ramos,3,135,63,IPP com base em IBGE - Censo Demográfico 2022,,041,1699.8025976,165.195833671587,1699.80259761232
167,963,Uga-Uga,2,0,Isolada,2009/01/15 00:00:00+00,41,Ramos,10,Ramos,3.1,Ramos,3,245,100,IPP com base em IBGE - Censo Demográfico 2022,,041,1505.2758181,197.847270618614,1505.27581808933
168,959,"Rua Jerônimo Pinto, nº 942",2,0,Isolada,2009/01/15 00:00:00+00,124,Praça Seca,16,Jacarepaguá,4.1,Jacarepaguá,4,45,23,IPP com base em IBGE - Censo Demográfico 2022,,124,7858.10398599,849.100060688266,7858.10398606352
169,958,Vila Operária Luiz Carlos Prestes,2,0,Isolada,2009/01/15 00:00:00+00,69,Piedade,13,Méier,3.2,Méier,3,94,38,IPP com base em IBGE - Censo Demográfico 2022,,069,4796.11577846,291.928289059495,4796.11577845025
170,957,Inácio Dias (RA - Méier),2,0,Isolada,2009/01/15 00:00:00+00,69,Piedade,13,Méier,3.2,Méier,3,22,13,IPP com base em IBGE - Censo Demográfico 2022,,069,1665.13302889,197.851516117812,1665.13302889265
171,956,Rua Nossa Senhora da Penha,2,0,Isolada,2009/01/15 00:00:00+00,44,Penha Circular,11,Penha,3.5,Penha,3,0,0,IPP com base em IBGE - Censo Demográfico 2022,,044,1007.74800999,314.756191058956,1007.74800995722
172,948,Rua Moença,2,0,Isolada,2009/01/15 00:00:00+00,121,Pechincha,16,Jacarepaguá,4.1,Jacarepaguá,4,132,55,IPP com base em IBGE - Censo Demográfico 2022,,121,10974.86974449,644.45558588054,10974.8697444877
173,947,Morada do Sol,2,0,Isolada,2009/01/15 00:00:00+00,121,Pechincha,16,Jacarepaguá,4.1,Jacarepaguá,4,366,141,IPP com base em IBGE - Censo Demográfico 2022,,121,7454.14053311,395.173932144916,7454.14053304238
174,946,Monte Sinai,1,2076,Chico Mendes (Morro do Chapadão),2009/01/15 00:00:00+00,114,Pavuna,25,Pavuna,3.6,Pavuna,3,125,59,IPP com base em IBGE - Censo Demográfico 2022,,114,11799.22069845,559.989354264681,11799.2206985387
175,945,Cabo Otávio,1,2076,Chico Mendes (Morro do Chapadão),2009/01/15 00:00:00+00,114,Pavuna,25,Pavuna,3.6,Pavuna,3,54,27,IPP com base em IBGE - Censo Demográfico 2022,,114,4097.28309593,410.575516704111,4097.28309593345
176,944,Nova Conquista (RA - Pavuna),1,2076,Chico Mendes (Morro do Chapadão),2009/01/15 00:00:00+00,114,Pavuna,25,Pavuna,3.6,Pavuna,3,438,209,IPP com base em IBGE - Censo Demográfico 2022,,114,17976.08679163,750.632280111008,17976.0867916035
177,943,Vila Modelo - Rua Alfredo Cabuçu,1,2080,Quitanda,2009/01/15 00:00:00+00,114,Pavuna,25,Pavuna,3.6,Pavuna,3,31,11,IPP com base em IBGE - Censo Demográfico 2022,,114,1394.26872164,151.801583039466,1394.26872165943
178,942,Rua Ribatejo (em frente ao nº 245),2,0,Isolada,2009/01/15 00:00:00+00,76,Irajá,14,Irajá,3.3,Madureira,3,61,30,IPP com base em IBGE - Censo Demográfico 2022,,076,1909.65841026,264.996790289551,1909.6584102703
179,941,Estrada do Murundu,2,0,Isolada,2009/01/15 00:00:00+00,140,Padre Miguel,17,Bangu,5.1,Bangu,5,127,52,IPP com base em IBGE - Censo Demográfico 2022,,140,9452.73991546,649.190146062004,9452.73991544461
180,940,Rua Francisco Real,2,0,Isolada,2009/01/15 00:00:00+00,140,Padre Miguel,17,Bangu,5.1,Bangu,5,268,111,IPP com base em IBGE - Censo Demográfico 2022,,140,7953.4060468,361.613728379682,7953.40604687272
181,939,Sapé,2,0,Isolada,2009/01/15 00:00:00+00,148,Paciência,19,Santa Cruz,5.3,Santa Cruz,5,10,6,IPP com base em IBGE - Censo Demográfico 2022,,148,8738.37212642,569.396958211407,8738.37212638097
182,937,1º de Abril - Gouveia,1,2136,Nova Jersei,2009/01/15 00:00:00+00,148,Paciência,19,Santa Cruz,5.3,Santa Cruz,5,225,107,IPP com base em IBGE - Censo Demográfico 2022,,148,16442.72832254,762.29422230422,16442.7283225706
183,936,"Rua Pereira de Figueiredo, nº 630",2,0,Isolada,2009/01/15 00:00:00+00,88,Oswaldo Cruz,15,Madureira,3.3,Madureira,3,45,21,IPP com base em IBGE - Censo Demográfico 2022,,088,1031.46302372,155.375791311912,1031.46302374095
184,935,Rua São Lourenço,2,0,Isolada,2009/01/15 00:00:00+00,88,Oswaldo Cruz,15,Madureira,3.3,Madureira,3,159,74,IPP com base em IBGE - Censo Demográfico 2022,,088,3431.48265845,860.464802614664,3431.4826584599
185,934,Beco Enedina,2,0,Isolada,2009/01/15 00:00:00+00,88,Oswaldo Cruz,15,Madureira,3.3,Madureira,3,225,92,IPP com base em IBGE - Censo Demográfico 2022,,088,8429.09240778,388.31558680257,8429.09240778119
186,933,Condomínio Mandela,2,0,Isolada,2009/01/15 00:00:00+00,88,Oswaldo Cruz,15,Madureira,3.3,Madureira,3,117,55,IPP com base em IBGE - Censo Demográfico 2022,,088,6144.68344674,339.189059098813,6144.68344676944
187,880,Estrada da Pedra IV,2,0,Isolada,2009/01/15 00:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,170,70,IPP com base em IBGE - Censo Demográfico 2022,,151,10096.89194427,575.807772986867,10096.8919443665
188,932,Rua Mira,2,0,Isolada,2009/01/15 00:00:00+00,42,Olaria,10,Ramos,3.1,Ramos,3,104,52,IPP com base em IBGE - Censo Demográfico 2022,,042,11570.77872239,1089.2581724272,11570.7787223677
189,930,Vitória de Manguinhos,1,2026,Manguinhos,2009/01/15 00:00:00+00,39,Manguinhos,10,Ramos,3.1,Ramos,3,220,92,IPP com base em IBGE - Censo Demográfico 2022,,039,9042.41379428,871.983229911137,9042.41379424728
190,929,"Rua Bonina, nº 511",1,2111,Quatorze de Julho,2009/01/15 00:00:00+00,138,Magalhães Bastos,33,Realengo,5.1,Bangu,5,38,18,IPP com base em IBGE - Censo Demográfico 2022,,138,2459.89587269,219.156069610714,2459.89587272667
191,928,"Rua Bonina, nº 381",1,2111,Quatorze de Julho,2009/01/15 00:00:00+00,138,Magalhães Bastos,33,Realengo,5.1,Bangu,5,125,55,IPP com base em IBGE - Censo Demográfico 2022,,138,5756.69881446,303.237384502395,5756.69881443733
192,890,Pingo d'Água,2,0,Isolada,2009/01/15 00:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,397,198,IPP com base em IBGE - Censo Demográfico 2022,,151,35227.28814487,949.652190713541,35227.2881447927
193,889,Estrada da Pedra X,2,0,Isolada,2009/01/15 00:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,27,20,IPP com base em IBGE - Censo Demográfico 2022,,151,2989.8960589,274.967746192874,2989.89605894825
194,888,Estrada da Pedra IX,2,0,Isolada,2009/01/15 00:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,147,60,IPP com base em IBGE - Censo Demográfico 2022,,151,8355.93917323,448.542024339586,8355.93917331709
195,887,Estrada da Pedra VIII,2,0,Isolada,2009/01/15 00:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,262,107,IPP com base em IBGE - Censo Demográfico 2022,,151,9535.54240454,383.625885695244,9535.5424045284
196,884,Morro da Foice,2,0,Isolada,2009/01/15 00:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,229,94,IPP com base em IBGE - Censo Demográfico 2022,,151,62769.289004,1750.00321643382,62769.289004108
197,883,Avenida Gaspar Lemos (próxima ao nº 11),2,0,Isolada,2009/01/15 00:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,4,2,IPP com base em IBGE - Censo Demográfico 2022,,151,1798.46086556,205.637641618785,1798.4608655423
198,882,Estrada da Pedra VI,2,0,Isolada,2009/01/15 00:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,215,95,IPP com base em IBGE - Censo Demográfico 2022,,151,11033.82810426,573.518079287205,11033.8281043979
199,881,Estrada da Pedra V,2,0,Isolada,2009/01/15 00:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,136,54,IPP com base em IBGE - Censo Demográfico 2022,,151,6841.81881788,473.258397512743,6841.81881773196
200,877,Estrada da Pedra I,2,0,Isolada,2009/01/15 00:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,202,90,IPP com base em IBGE - Censo Demográfico 2022,,151,26342.74491008,2259.80802361635,26342.7449100303
201,816,Estrada de Gericinó (em frente ao nº 817),2,0,Isolada,2009/01/15 00:00:00+00,141,Bangu,17,Bangu,5.1,Bangu,5,29,12,IPP com base em IBGE - Censo Demográfico 2022,,141,2256.38575842,318.264508766695,2256.38575844392
202,876,"Rua Moisés, nº 87",2,0,Isolada,2009/01/15 00:00:00+00,120,Freguesia (Jacarepaguá),16,Jacarepaguá,4.1,Jacarepaguá,4,342,160,IPP com base em IBGE - Censo Demográfico 2022,,120,9165.02949275,581.757913837066,9165.02949271504
203,875,Pantanal,1,2096,Inácio do Amaral,2009/01/15 00:00:00+00,120,Freguesia (Jacarepaguá),16,Jacarepaguá,4.1,Jacarepaguá,4,366,148,IPP com base em IBGE - Censo Demográfico 2022,,120,10205.76354062,763.053481711055,10205.7635406315
